area_code,year,enrolled_students,graduates,completion_rate
ITF11,2021,12040,2154.0,17.890365448504983
ITF11,2022,12077,2155.0,17.843835389583507
ITF11,2023,12029,2162.0,17.97323135755258
ITF11,2024,12034,2170.0,18.03224198105368
ITF12,2015,11865,2053.0,17.30299199325748
ITF12,2016,11775,1996.0,16.95116772823779
ITF12,2017,11832,2079.0,17.570993914807303
ITF12,2018,11838,1978.0,16.70890353100186
ITF12,2019,11864,2091.0,17.62474713418746
ITF12,2020,11984,2118.0,17.673564753004005
ITF12,2021,11959,2088.0,17.459653817208796
ITF12,2022,11937,2148.0,17.994470972606184
ITF12,2023,11826,2029.0,17.157111449348893
ITF12,2024,11801,2135.0,18.09168714515719
ITF13,2015,16272,2806.0,17.244346116027533
ITF13,2016,15898,2980.0,18.744496163039376
ITF13,2017,15709,2771.0,17.63956967343561
ITF13,2018,15645,2829.0,18.082454458293384
ITF13,2019,15556,2896.0,18.616610953972742
ITF13,2020,15493,2862.0,18.472858710385335
ITF13,2021,15824,2895.0,18.29499494438827
ITF13,2022,16116,2850.0,17.68428890543559
ITF13,2023,16215,2853.0,17.59481961147086
ITF13,2024,16251,2802.0,17.242015875946095
ITF14,2015,17700,3166.0,17.887005649717512
ITF14,2016,17427,3112.0,17.857347793653528
ITF14,2017,17153,3014.0,17.5712703317204
ITF14,2018,16990,3091.0,18.193054738081223
ITF14,2019,16782,3124.0,18.615182934096055
ITF14,2020,16571,3033.0,18.30305956188522
ITF14,2021,16612,3156.0,18.99831447146641
ITF14,2022,16409,3080.0,18.770187092449266
ITF14,2023,16070,2949.0,18.350964530180462
ITF14,2024,16028,2984.0,18.617419515847267
ITF2,2015,14894,2600.0,17.456693970726466
ITF2,2016,14516,2766.0,19.05483604298705
ITF2,2017,14158,2506.0,17.70024014691341
ITF2,2018,13764,2546.0,18.49752978785237
ITF2,2019,13493,2607.0,19.321129474542357
ITF2,2020,13127,2477.0,18.869505599146798
ITF2,2021,13158,2458.0,18.680650554795562
ITF2,2022,12917,2386.0,18.471781373383912
ITF2,2023,12759,2414.0,18.919978054706483
ITF2,2024,12532,2420.0,19.310564953718483
ITF21,2015,3446,651.0,18.891468369123622
ITF21,2016,3282,696.0,21.206581352833638
ITF21,2017,3132,579.0,18.486590038314176
ITF21,2018,3013,569.0,18.884832392963823
ITF21,2019,3018,593.0,19.64877402253148
ITF21,2020,2982,551.0,18.47753185781355
ITF21,2021,2994,543.0,18.13627254509018
ITF21,2022,2954,525.0,17.77251184834123
ITF21,2023,3016,614.0,20.358090185676392
ITF21,2024,3030,656.0,21.65016501650165
ITF22,2015,11448,1949.0,17.02480782669462
ITF22,2016,11234,2070.0,18.426206159871818
ITF22,2017,11026,1927.0,17.47687284600036
ITF22,2018,10751,1977.0,18.388987070970142
ITF22,2019,10475,2014.0,19.22673031026253
ITF22,2020,10145,1926.0,18.984721537703305
ITF22,2021,10164,1915.0,18.841007477371114
ITF22,2022,9963,1861.0,18.679112717053094
ITF22,2023,9743,1800.0,18.474802422251873
ITF22,2024,9502,1764.0,18.56451273416123
ITF3,2015,327923,62374.0,19.02092869362625
ITF3,2016,325783,60475.0,18.562969829610505
ITF3,2017,323741,60243.0,18.608393746853196
ITF3,2018,323332,64802.0,20.041938317271413
ITF3,2019,325015,67974.0,20.91411165638509
ITF3,2020,322882,70595.0,21.864024628192343
ITF3,2021,330549,75415.0,22.81507431575954
ITF3,2022,332476,77926.0,23.43808274882999
ITF3,2023,330951,79776.0,24.105078999610214
ITF3,2024,324504,72633.0,22.382774942681756
ITF31,2015,55049,9423.0,17.117477156714926
ITF31,2016,53880,9194.0,17.06384558277654
ITF31,2017,53683,8843.0,16.472626343535197
ITF31,2018,53649,9557.0,17.8139387500233
ITF31,2019,53916,9942.0,18.43979523703539
ITF31,2020,53716,10674.0,19.871174324223695
ITF31,2021,55554,11754.0,21.15779241818771
ITF31,2022,55704,11673.0,20.955407152089617
ITF31,2023,55396,12004.0,21.669434616217778
ITF31,2024,54029,10954.0,20.274297136722872
ITF32,2015,15378,2807.0,18.25334894004422
ITF32,2016,15119,2979.0,19.703684106091675
ITF32,2017,14933,2703.0,18.100850465412176
ITF32,2018,14926,3317.0,22.222966635401313
ITF32,2019,14785,3338.0,22.576936083868787
ITF32,2020,14544,3173.0,21.81655665566557
ITF32,2021,14675,3329.0,22.684838160136287
ITF32,2022,14473,3248.0,22.441788157258344
ITF32,2023,14511,3403.0,23.451174970711875
ITF32,2024,14087,3146.0,22.3326471214595
ITF33,2015,176079,34099.0,19.365739242044764
ITF33,2016,175715,32246.0,18.351307515010102
ITF33,2017,174708,32833.0,18.793071868489136
ITF33,2018,175407,34277.0,19.54140940783435
ITF33,2019,176568,36487.0,20.664559829640705
ITF33,2020,174568,37686.0,21.588149030750195
ITF33,2021,179725,40254.0,22.397551815273335
ITF33,2022,180723,42238.0,23.371679310325746
ITF33,2023,179238,42890.0,23.929077539361074
ITF33,2024,176302,38779.0,21.995779968463207
ITF34,2015,20610,4211.0,20.431829209121783
ITF34,2016,19862,3895.0,19.610311146913705
ITF34,2017,19863,3953.0,19.90132406987867
ITF34,2018,19536,4126.0,21.11998361998362
ITF34,2019,19349,4349.0,22.476613778489845
ITF34,2020,18726,4174.0,22.289864359713768
ITF34,2021,18792,4428.0,23.563218390804597
ITF34,2022,18596,4429.0,23.81694988169499
ITF34,2023,18522,4625.0,24.97030558255048
ITF34,2024,18082,4007.0,22.160159274416547
ITF35,2015,60807,11834.0,19.46157514759814
ITF35,2016,61207,12161.0,19.868642475533843
ITF35,2017,60554,11911.0,19.67004657000363
ITF35,2018,59814,13525.0,22.611763132377035
ITF35,2019,60397,13858.0,22.944848254052353
ITF35,2020,61328,14888.0,24.276024002087137
ITF35,2021,61803,15650.0,25.32239535297639
ITF35,2022,62980,16338.0,25.941568751984757
ITF35,2023,63284,16854.0,26.632324126161432
ITF35,2024,62004,15747.0,25.39674859686472
ITF4,2015,214128,36009.0,16.816577000672496
ITF4,2016,210856,36775.0,17.44081268733164
ITF4,2017,207685,36237.0,17.44805835760888
ITF4,2018,205887,36400.0,17.679600946150074
ITF4,2019,203342,36442.0,17.92153121342369
ITF4,2020,199486,36783.0,18.438887942010968
ITF4,2021,200441,37142.0,18.530141039008985
ITF4,2022,197609,35765.0,18.098872014938593
ITF4,2023,194215,35616.0,18.33843935844296
ITF4,2024,191463,34145.0,17.833732888338737
ITF41,2015,33495,5910.0,17.644424540976264
ITF41,2016,32906,6034.0,18.337081383334347
ITF41,2017,32595,6025.0,18.48443012732014
ITF41,2018,32444,5873.0,18.10196030082604
ITF41,2019,32044,6022.0,18.792909749094992
ITF41,2020,31643,5613.0,17.73852036785387
ITF41,2021,31880,5759.0,18.06461731493099
ITF41,2022,31446,5609.0,17.836926795140876
ITF41,2023,30556,5387.0,17.629925382903522
ITF41,2024,30189,5325.0,17.6388750869522
ITF42,2015,68890,14628.0,21.233851066918273
ITF42,2016,67678,14982.0,22.13717899465114
ITF42,2017,66375,14711.0,22.16346516007533
ITF42,2018,66041,15074.0,22.82521463939068
ITF42,2019,64875,14850.0,22.890173410404625
ITF42,2020,63829,11922.0,18.67803036237447
ITF42,2021,64187,12002.0,18.698490348512937
ITF42,2022,63063,11528.0,18.280132565846852
ITF42,2023,62104,11523.0,18.554360427669717
ITF42,2024,61402,11148.0,18.15576039868408
ITF43,2015,29997,5095.0,16.985031836516985
ITF43,2016,29504,5179.0,17.553552060737527
ITF43,2017,29063,5236.0,18.016034132746103
ITF43,2018,28817,4902.0,17.01079224069126
ITF43,2019,29007,5128.0,17.67849139862792
ITF43,2020,28353,5171.0,18.237928966952353
ITF43,2021,28766,5292.0,18.39671834804978
ITF43,2022,28413,5156.0,18.146623024671804
ITF43,2023,28077,5275.0,18.787619759945866
ITF43,2024,27604,5037.0,18.247355455731054
ITF44,2015,20425,3381.0,16.553243574051407
ITF44,2016,19858,3339.0,16.814382113002317
ITF44,2017,19625,3310.0,16.866242038216562
ITF44,2018,19142,3555.0,18.571727092257863
ITF44,2019,18391,3303.0,17.95987167636344
ITF44,2020,17932,3340.0,18.625920142761544
ITF44,2021,18096,3428.0,18.94341290893015
ITF44,2022,17866,3151.0,17.63685212134781
ITF44,2023,17750,3057.0,17.222535211267605
ITF44,2024,17656,2970.0,16.82147711826008
ITF45,2015,40715,6995.0,17.180400343853616
ITF45,2016,40344,7241.0,17.948145944874085
ITF45,2017,39810,6955.0,17.470484802813363
ITF45,2018,39517,6996.0,17.703773059695827
ITF45,2019,39305,7139.0,18.16308357715303
ITF45,2020,38359,7402.0,19.29664485518392
ITF45,2021,38096,7212.0,18.93112137757245
ITF45,2022,37853,6976.0,18.42918659023063
ITF45,2023,37180,7029.0,18.90532544378698
ITF45,2024,36472,6511.0,17.852050888352707
ITF5,2015,30371,5181.0,17.05903658094893
ITF5,2016,30265,5318.0,17.571452172476455
ITF5,2017,30147,5289.0,17.544034232261914
ITF5,2018,29642,5408.0,18.244382970109978
ITF5,2019,29215,5435.0,18.603457128187575
ITF5,2020,28476,5477.0,19.233740693917685
ITF5,2021,28202,5504.0,19.516346358414296
ITF5,2022,27550,5200.0,18.87477313974592
ITF5,2023,26804,5061.0,18.881510222354873
ITF5,2024,26531,5299.0,19.972861935094794
ITF51,2015,19216,3206.0,16.684013322231475
ITF51,2016,19134,3319.0,17.34608550224731
ITF51,2017,19017,3393.0,17.841930903928063
ITF51,2018,18503,3441.0,18.596984272820624
ITF51,2019,18221,3470.0,19.04396026562757
ITF51,2020,17732,3473.0,19.586059102188134
ITF51,2021,17422,3402.0,19.527034783606933
ITF51,2022,17055,3228.0,18.927000879507474
ITF51,2023,16492,3136.0,19.015280135823428
ITF51,2024,16236,3485.0,21.464646464646464
ITF52,2015,11155,1975.0,17.705064993276558
ITF52,2016,11131,1999.0,17.958853651962986
ITF52,2017,11130,1896.0,17.035040431266847
ITF52,2018,11139,1967.0,17.658676721429213
ITF52,2019,10994,1965.0,17.873385482990724
ITF52,2020,10744,2004.0,18.652271034996275
ITF52,2021,10780,2102.0,19.499072356215212
ITF52,2022,10495,1972.0,18.789899952358265
ITF52,2023,10312,1925.0,18.667571761055083
ITF52,2024,10295,1814.0,17.620203982515783
ITF6,2015,100566,17766.0,17.66601038124217
ITF6,2016,98438,17704.0,17.984924521018307
ITF6,2017,97547,17632.0,18.075389299517155
ITF6,2018,95533,17779.0,18.610323134414287
ITF6,2019,95406,18000.0,18.86673794101
ITF6,2020,94308,17848.0,18.92522373499597
ITF6,2021,95931,18430.0,19.211725094078037
ITF6,2022,94086,18022.0,19.154815806815044
ITF6,2023,91976,17583.0,19.116943550491435
ITF6,2024,91202,16962.0,18.598276353588737
ITF61,2015,35104,6312.0,17.980856882406563
ITF61,2016,34052,6226.0,18.283801245154468
ITF61,2017,33833,6190.0,18.295746756125673
ITF61,2018,33241,6265.0,18.84720676273277
ITF61,2019,33655,6363.0,18.906551775367703
ITF61,2020,32911,6293.0,19.12126644586916
ITF61,2021,33261,6737.0,20.254953248549352
ITF61,2022,32368,6491.0,20.05375679683638
ITF61,2023,31663,6181.0,19.521207718788492
ITF61,2024,31396,5828.0,18.562874251497004
ITF62,2015,9267,1491.0,16.08934930398187
ITF62,2016,9493,1514.0,15.94859370062151
ITF62,2017,9127,1580.0,17.31127424126219
ITF62,2018,8537,1555.0,18.21482956542111
ITF62,2019,8656,1589.0,18.35720887245841
ITF62,2020,8450,1541.0,18.236686390532544
ITF62,2021,8646,1591.0,18.401572981725653
ITF62,2022,8316,1462.0,17.58056758056758
ITF62,2023,8416,1562.0,18.559885931558938
ITF62,2024,8335,1463.0,17.55248950209958
ITF63,2015,18364,3314.0,18.046177303419732
ITF63,2016,17824,3218.0,18.05430879712747
ITF63,2017,17675,3167.0,17.917963224893917
ITF63,2018,17348,3213.0,18.52086695872723
ITF63,2019,16988,3206.0,18.87214504356016
ITF63,2020,16513,3126.0,18.9305395748804
ITF63,2021,16624,3224.0,19.39364773820982
ITF63,2022,16375,3138.0,19.163358778625955
ITF63,2023,16104,3092.0,19.20019870839543
ITF63,2024,15781,2835.0,17.964641024016224
ITF64,2015,8656,1523.0,17.594731977818853
ITF64,2016,8456,1570.0,18.56669820245979
ITF64,2017,8316,1526.0,18.35016835016835
ITF64,2018,8277,1498.0,18.098344810921834
ITF64,2019,8281,1436.0,17.340900857384373
ITF64,2020,8381,1606.0,19.162391122777713
ITF64,2021,8588,1497.0,17.431299487657196
ITF64,2022,8497,1596.0,18.78309991761798
ITF64,2023,7927,1509.0,19.036205374038097
ITF64,2024,7758,1489.0,19.193091002835782
ITF65,2015,29175,5126.0,17.569837189374464
ITF65,2016,28613,5176.0,18.08967951630378
ITF65,2017,28596,5169.0,18.075954678976082
ITF65,2018,28130,5248.0,18.656238890863847
ITF65,2019,27826,5406.0,19.427873212103787
ITF65,2020,28053,5282.0,18.82864577763519
ITF65,2021,28812,5381.0,18.676246008607524
ITF65,2022,28530,5335.0,18.699614440939364
ITF65,2023,27866,5239.0,18.800689011698847
ITF65,2024,27932,5347.0,19.142918516396964
ITG,2015,326103,54703.0,16.774761348408326
ITG,2016,321820,54676.0,16.98962152756199
ITG,2017,319625,52873.0,16.542197888150177
ITG,2018,318392,54673.0,17.17159978893942
ITG,2019,315261,54975.0,17.437932379837658
ITG,2020,311414,57089.0,18.33218801980643
ITG,2021,311596,57529.0,18.462688866352583
ITG,2022,307621,56280.0,18.295239921851888
ITG,2023,301817,56061.0,18.57450044232101
ITG,2024,298845,53380.0,17.8621024276799
ITG1,2015,252256,43720.0,17.331599644805276
ITG1,2016,249034,43541.0,17.48395801376519
ITG1,2017,246488,41910.0,17.00285612281328
ITG1,2018,245330,43725.0,17.822932376798597
ITG1,2019,242549,43454.0,17.91555520740139
ITG1,2020,240018,45059.0,18.773175345182445
ITG1,2021,239790,45655.0,19.0395762959256
ITG1,2022,236509,44852.0,18.96418318118972
ITG1,2023,232670,44994.0,19.338118365066403
ITG1,2024,230182,42478.0,18.45409284826789
ITG11,2015,22824,3799.0,16.644759901857693
ITG11,2016,22356,3772.0,16.872427983539097
ITG11,2017,22392,3656.0,16.327259735619865
ITG11,2018,22418,3696.0,16.48675171736997
ITG11,2019,22034,3869.0,17.559226649723154
ITG11,2020,21789,3828.0,17.568497865895637
ITG11,2021,21902,3917.0,17.884211487535385
ITG11,2022,21401,3875.0,18.106630531283585
ITG11,2023,20822,3800.0,18.24992796081068
ITG11,2024,20593,3661.0,17.7778856893119
ITG12,2015,62424,10841.0,17.366717929001666
ITG12,2016,61775,10845.0,17.555645487656818
ITG12,2017,60900,10396.0,17.070607553366173
ITG12,2018,60406,10679.0,17.678707413170876
ITG12,2019,59704,10501.0,17.588436285676
ITG12,2020,59103,11373.0,19.242678036647888
ITG12,2021,58689,11296.0,19.247218388454396
ITG12,2022,58055,10927.0,18.821806907243133
ITG12,2023,56813,10964.0,19.298400014081285
ITG12,2024,56288,10482.0,18.62208641273451
ITG13,2015,28862,5313.0,18.408287713949136
ITG13,2016,28239,5182.0,18.35050816247034
ITG13,2017,27925,4862.0,17.410922112802147
ITG13,2018,27817,5309.0,19.0854513427041
ITG13,2019,27415,5211.0,19.007842422031736
ITG13,2020,27158,5376.0,19.795272111348407
ITG13,2021,27031,5415.0,20.032555214383486
ITG13,2022,27054,5335.0,19.719819620019223
ITG13,2023,26776,5279.0,19.715416791156258
ITG13,2024,26536,5075.0,19.124962315345194
ITG14,2015,23776,4455.0,18.737382234185734
ITG14,2016,23066,4371.0,18.94996965230209
ITG14,2017,22418,4002.0,17.851726291373005
ITG14,2018,22272,4293.0,19.275323275862068
ITG14,2019,21772,4129.0,18.964725335293036
ITG14,2020,21905,4378.0,19.986304496690252
ITG14,2021,21690,4541.0,20.935915168280314
ITG14,2022,21403,4623.0,21.599775732373967
ITG14,2023,20764,4527.0,21.802157580427664
ITG14,2024,20329,4246.0,20.8864184170397
ITG15,2015,15108,2484.0,16.441620333598095
ITG15,2016,14736,2553.0,17.324918566775242
ITG15,2017,14806,2472.0,16.695934080778063
ITG15,2018,14863,2591.0,17.43255062907892
ITG15,2019,14484,2505.0,17.294946147473073
ITG15,2020,14364,2568.0,17.878028404344192
ITG15,2021,14353,2585.0,18.01017208945865
ITG15,2022,13949,2524.0,18.0944870600043
ITG15,2023,13578,2607.0,19.200176756517898
ITG15,2024,13174,2412.0,18.308790040989827
ITG16,2015,8698,1446.0,16.62451138192688
ITG16,2016,8733,1487.0,17.02736745677316
ITG16,2017,8462,1432.0,16.922713306546918
ITG16,2018,8093,1429.0,17.657234647225998
ITG16,2019,7911,1462.0,18.480596637593223
ITG16,2020,7590,1453.0,19.14361001317523
ITG16,2021,7614,1390.0,18.255844496979247
ITG16,2022,7266,1405.0,19.33663638865951
ITG16,2023,7204,1341.0,18.614658523042753
ITG16,2024,7200,1337.0,18.569444444444443
ITG17,2015,54805,9486.0,17.308639722653044
ITG17,2016,54627,9466.0,17.3284273344683
ITG17,2017,54270,9412.0,17.342915054357842
ITG17,2018,54030,9787.0,18.114010734776976
ITG17,2019,54015,9664.0,17.891326483384244
ITG17,2020,53710,9980.0,18.58126978216347
ITG17,2021,53833,10217.0,18.979064885850686
ITG17,2022,53258,9970.0,18.72019227158361
ITG17,2023,52774,10199.0,19.325804373365674
ITG17,2024,52397,9312.0,17.772009847892054
ITG18,2015,15974,2548.0,15.950920245398773
ITG18,2016,15880,2615.0,16.46725440806045
ITG18,2017,15888,2627.0,16.534491440080565
ITG18,2018,16069,2599.0,16.173999626610243
ITG18,2019,15926,2774.0,17.418058520658043
ITG18,2020,15656,2764.0,17.654573326520186
ITG18,2021,15881,2760.0,17.379258233108747
ITG18,2022,15575,2753.0,17.675762439807382
ITG18,2023,15521,2714.0,17.4859867276593
ITG18,2024,15412,2596.0,16.84401764858552
ITG19,2015,19785,3348.0,16.921910538286582
ITG19,2016,19622,3250.0,16.563041484048515
ITG19,2017,19427,3051.0,15.704946723632057
ITG19,2018,19362,3342.0,17.260613572978
ITG19,2019,19288,3339.0,17.311281625881378
ITG19,2020,18743,3339.0,17.81465080296644
ITG19,2021,18797,3534.0,18.800872479651005
ITG19,2022,18548,3440.0,18.546474013370716
ITG19,2023,18418,3563.0,19.345205776957325
ITG19,2024,18253,3357.0,18.391497288117023
ITG2,2015,73847,10983.0,14.872642084309451
ITG2,2016,72786,11135.0,15.29827164564614
ITG2,2017,73137,10963.0,14.989676907721124
ITG2,2018,73062,10948.0,14.984533683720674
ITG2,2019,72712,11521.0,15.844702387501375
ITG2,2020,71396,12030.0,16.84968345565578
ITG2,2021,71806,11874.0,16.53622259978275
ITG2,2022,71112,11428.0,16.070424119698504
ITG2,2023,69147,11067.0,16.005032756301794
ITG2,2024,68663,10902.0,15.877546859298311
ITG25,2015,15420,3285.0,21.30350194552529
ITG25,2016,15229,3302.0,21.682316632740168
ITG25,2017,15505,3303.0,21.302805546597874
ITG25,2018,15487,3428.0,22.134693613998838
ITG25,2019,15462,3469.0,22.435648687103868
ITG25,2020,22276,3700.0,16.60980427365775
ITG25,2021,22477,3858.0,17.16421230591271
ITG25,2022,22410,3552.0,15.850066934404284
ITG25,2023,21851,3421.0,15.656034048784953
ITG25,2024,21832,3563.0,16.320080615610113
ITG26,2015,7884,1795.0,22.767630644342972
ITG26,2016,7566,1839.0,24.30610626486915
ITG26,2017,7461,1568.0,21.015949604610643
ITG26,2018,7383,1490.0,20.181498036028714
ITG26,2019,7264,1525.0,20.99394273127753
ITG26,2020,9817,1691.0,17.225221554446367
ITG26,2021,9848,1479.0,15.018277822908205
ITG26,2022,9843,1565.0,15.899624098344
ITG26,2023,9389,1513.0,16.114602194056875
ITG26,2024,9069,1460.0,16.098798103429264
ITG27,2015,24577,4858.0,19.76644830532612
ITG27,2016,24236,4953.0,20.436540683281066
ITG27,2017,24393,5063.0,20.755954577132783
ITG27,2018,24676,4999.0,20.258550818609177
ITG27,2019,24805,5433.0,21.90284216891756
ITG27,2020,22052,3576.0,16.216216216216218
ITG27,2021,22418,3619.0,16.143277723258095
ITG27,2022,22040,3561.0,16.156987295825772
ITG27,2023,21592,3430.0,15.885513153019637
ITG27,2024,21557,3277.0,15.201558658440414
ITG28,2015,6952,1045.0,15.031645569620252
ITG28,2016,6931,1041.0,15.019477708844322
ITG28,2017,6883,1029.0,14.949876507336917
ITG28,2018,6735,1031.0,15.308092056421676
ITG28,2019,6606,1094.0,16.560702391765062
ITG28,2020,6540,1207.0,18.455657492354742
ITG28,2021,6444,1048.0,16.26319056486654
ITG28,2022,6393,1020.0,15.954950727358048
ITG28,2023,6194,1031.0,16.645140458508234
ITG28,2024,6062,1005.0,16.57868690201254
